date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-09,1,HT-20260909-001,【农资园艺】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-112743,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-112743:01,【农资园艺】行业管理规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-112743
2026-09-09,1,HT-20260909-001,【农资园艺】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-112743,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-112743:02,【农资园艺】行业管理规范 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-112743
2026-09-09,1,HT-20260909-001,【农资园艺】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-112743,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-112743:03,【农资园艺】行业管理规范 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-112743
2026-09-09,1,HT-20260909-001,【农资园艺】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-112743,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-112743:04,【农资园艺】行业管理规范 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-112743
2026-09-09,1,HT-20260909-001,【农资园艺】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-112743,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-112743:05,【农资园艺】行业管理规范 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-112743
2026-09-09,1,HT-20260909-002,【用户体验类】风险规则,经营与规则,rule:douyin:doudian-learning-center-ajqp2tcqy8lq,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajqp2tcqy8lq:01,【用户体验类】风险规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajqp2tcqy8lq
2026-09-09,1,HT-20260909-002,【用户体验类】风险规则,经营与规则,rule:douyin:doudian-learning-center-ajqp2tcqy8lq,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajqp2tcqy8lq:02,【用户体验类】风险规则 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajqp2tcqy8lq
2026-09-09,1,HT-20260909-002,【用户体验类】风险规则,经营与规则,rule:douyin:doudian-learning-center-ajqp2tcqy8lq,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajqp2tcqy8lq:03,【用户体验类】风险规则 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajqp2tcqy8lq
2026-09-09,1,HT-20260909-002,【用户体验类】风险规则,经营与规则,rule:douyin:doudian-learning-center-ajqp2tcqy8lq,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajqp2tcqy8lq:04,【用户体验类】风险规则 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajqp2tcqy8lq
2026-09-09,1,HT-20260909-002,【用户体验类】风险规则,经营与规则,rule:douyin:doudian-learning-center-ajqp2tcqy8lq,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajqp2tcqy8lq:05,【用户体验类】风险规则 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-09,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajqp2tcqy8lq
