date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-11,1,HT-20260911-001,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:01,关于禁止销售高风险分装/重组食品的公告,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
2026-09-11,1,HT-20260911-001,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:02,关于禁止销售高风险分装/重组食品的公告 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
2026-09-11,1,HT-20260911-001,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:03,关于禁止销售高风险分装/重组食品的公告 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
2026-09-11,1,HT-20260911-001,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:04,关于禁止销售高风险分装/重组食品的公告 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
2026-09-11,1,HT-20260911-001,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:05,关于禁止销售高风险分装/重组食品的公告 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
2026-09-11,1,HT-20260911-002,9.9更新-受不可抗力（自然灾害/会议赛事）影响，平台发货及服务调整公告,经营与规则,rule:douyin:force-majeure-shipping-adjustment,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-aj5uc2mq9bw6:01,9.9更新-受不可抗力（自然灾害/会议赛事）影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-aj5uc2mq9bw6
2026-09-11,1,HT-20260911-002,9.9更新-受不可抗力（自然灾害/会议赛事）影响，平台发货及服务调整公告,经营与规则,rule:douyin:force-majeure-shipping-adjustment,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-aj5uc2mq9bw6:02,9.9更新-受不可抗力（自然灾害/会议赛事）影响 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-aj5uc2mq9bw6
2026-09-11,1,HT-20260911-002,9.9更新-受不可抗力（自然灾害/会议赛事）影响，平台发货及服务调整公告,经营与规则,rule:douyin:force-majeure-shipping-adjustment,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-aj5uc2mq9bw6:03,9.9更新-受不可抗力（自然灾害/会议赛事）影响 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-aj5uc2mq9bw6
2026-09-11,1,HT-20260911-002,9.9更新-受不可抗力（自然灾害/会议赛事）影响，平台发货及服务调整公告,经营与规则,rule:douyin:force-majeure-shipping-adjustment,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-aj5uc2mq9bw6:04,9.9更新-受不可抗力（自然灾害/会议赛事）影响 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-aj5uc2mq9bw6
2026-09-11,1,HT-20260911-002,9.9更新-受不可抗力（自然灾害/会议赛事）影响，平台发货及服务调整公告,经营与规则,rule:douyin:force-majeure-shipping-adjustment,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-aj5uc2mq9bw6:05,9.9更新-受不可抗力（自然灾害/会议赛事）影响 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-11,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-aj5uc2mq9bw6
