date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-18,1,HT-20260918-001,老席谈留学 新加坡留学12年|晚上直播,达人与内容案例,product:chanmama:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html:01,老席谈留学 新加坡留学12年|晚上直播,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html
2026-09-18,1,HT-20260918-001,老席谈留学 新加坡留学12年|晚上直播,达人与内容案例,product:chanmama:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html:02,老席谈留学 新加坡留学12年|晚上直播 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html
2026-09-18,1,HT-20260918-001,老席谈留学 新加坡留学12年|晚上直播,达人与内容案例,product:chanmama:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html:03,老席谈留学 新加坡留学12年|晚上直播 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html
2026-09-18,1,HT-20260918-001,老席谈留学 新加坡留学12年|晚上直播,达人与内容案例,product:chanmama:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html:04,老席谈留学 新加坡留学12年|晚上直播 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html
2026-09-18,1,HT-20260918-001,老席谈留学 新加坡留学12年|晚上直播,达人与内容案例,product:chanmama:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html:05,老席谈留学 新加坡留学12年|晚上直播 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-tfbihf5o8b75u0ieajp3vtdh3r4c8ckd-html
2026-09-18,1,HT-20260918-002,"我是氧气正在直播 我是氧气 粉丝3.9w 09/18 01:31 1小时52分13秒 121 1.4w 11 1000w+ 17,202,457 0~250 71.1",达人与内容案例,product:chanmama:chanmama-eai1tfomczdwl2co8zn9ea-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-eai1tfomczdwl2co8zn9ea-html:01,我是氧气正在直播 我是氧气 粉丝3.9w 09/,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-eai1tfomczdwl2co8zn9ea-html
2026-09-18,1,HT-20260918-002,"我是氧气正在直播 我是氧气 粉丝3.9w 09/18 01:31 1小时52分13秒 121 1.4w 11 1000w+ 17,202,457 0~250 71.1",达人与内容案例,product:chanmama:chanmama-eai1tfomczdwl2co8zn9ea-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-eai1tfomczdwl2co8zn9ea-html:02,我是氧气正在直播 我是氧气 粉丝3.9w 09/ 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-eai1tfomczdwl2co8zn9ea-html
2026-09-18,1,HT-20260918-002,"我是氧气正在直播 我是氧气 粉丝3.9w 09/18 01:31 1小时52分13秒 121 1.4w 11 1000w+ 17,202,457 0~250 71.1",达人与内容案例,product:chanmama:chanmama-eai1tfomczdwl2co8zn9ea-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-eai1tfomczdwl2co8zn9ea-html:03,我是氧气正在直播 我是氧气 粉丝3.9w 09/ 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-eai1tfomczdwl2co8zn9ea-html
2026-09-18,1,HT-20260918-002,"我是氧气正在直播 我是氧气 粉丝3.9w 09/18 01:31 1小时52分13秒 121 1.4w 11 1000w+ 17,202,457 0~250 71.1",达人与内容案例,product:chanmama:chanmama-eai1tfomczdwl2co8zn9ea-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-eai1tfomczdwl2co8zn9ea-html:04,我是氧气正在直播 我是氧气 粉丝3.9w 09/ 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-eai1tfomczdwl2co8zn9ea-html
2026-09-18,1,HT-20260918-002,"我是氧气正在直播 我是氧气 粉丝3.9w 09/18 01:31 1小时52分13秒 121 1.4w 11 1000w+ 17,202,457 0~250 71.1",达人与内容案例,product:chanmama:chanmama-eai1tfomczdwl2co8zn9ea-html,creator,抖音内容达人,observation_only,false,,kw:chanmama-eai1tfomczdwl2co8zn9ea-html:05,我是氧气正在直播 我是氧气 粉丝3.9w 09/ 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-18,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-eai1tfomczdwl2co8zn9ea-html
