date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-07,1,HT-20260807-001,抖音电商发布商家申诉举证标准，覆盖违规、赔付、仲裁和售后申诉,经营与规则,rule:douyin:ajxw4yjqw1zq,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajxw4yjqw1zq:01,抖音商家申诉举证标准,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:ajxw4yjqw1zq:official-release
2026-08-07,1,HT-20260807-001,抖音电商发布商家申诉举证标准，覆盖违规、赔付、仲裁和售后申诉,经营与规则,rule:douyin:ajxw4yjqw1zq,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajxw4yjqw1zq:02,抖店违规申诉材料,材料问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:ajxw4yjqw1zq:official-release
2026-08-07,1,HT-20260807-001,抖音电商发布商家申诉举证标准，覆盖违规、赔付、仲裁和售后申诉,经营与规则,rule:douyin:ajxw4yjqw1zq,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajxw4yjqw1zq:03,抖音售后申诉怎么举证,操作问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:ajxw4yjqw1zq:official-release
2026-08-07,1,HT-20260807-001,抖音电商发布商家申诉举证标准，覆盖违规、赔付、仲裁和售后申诉,经营与规则,rule:douyin:ajxw4yjqw1zq,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajxw4yjqw1zq:04,抖店赔付单申诉标准,申诉对象词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:ajxw4yjqw1zq:official-release
2026-08-07,1,HT-20260807-001,抖音电商发布商家申诉举证标准，覆盖违规、赔付、仲裁和售后申诉,经营与规则,rule:douyin:ajxw4yjqw1zq,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajxw4yjqw1zq:05,抖音申诉审核需要什么,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:ajxw4yjqw1zq:official-release
2026-08-07,1,HT-20260807-002,抖音电商发布商品信息不合规展示细则，刀具和处方药成重点,经营与规则,rule:douyin:aju6ywkdyhdc,rule,抖音电商经营/平台合规,observation_only,false,,kw:aju6ywkdyhdc:01,抖音商品信息不合规展示,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:aju6ywkdyhdc:official-release
2026-08-07,1,HT-20260807-002,抖音电商发布商品信息不合规展示细则，刀具和处方药成重点,经营与规则,rule:douyin:aju6ywkdyhdc,rule,抖音电商经营/平台合规,observation_only,false,,kw:aju6ywkdyhdc:02,抖店刀具刃长怎么标,操作问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:aju6ywkdyhdc:official-release
2026-08-07,1,HT-20260807-002,抖音电商发布商品信息不合规展示细则，刀具和处方药成重点,经营与规则,rule:douyin:aju6ywkdyhdc,rule,抖音电商经营/平台合规,observation_only,false,,kw:aju6ywkdyhdc:03,抖音处方药展示规则,行业规则词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:aju6ywkdyhdc:official-release
2026-08-07,1,HT-20260807-002,抖音电商发布商品信息不合规展示细则，刀具和处方药成重点,经营与规则,rule:douyin:aju6ywkdyhdc,rule,抖音电商经营/平台合规,observation_only,false,,kw:aju6ywkdyhdc:04,商品信息不合规下架,处置问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:aju6ywkdyhdc:official-release
2026-08-07,1,HT-20260807-002,抖音电商发布商品信息不合规展示细则，刀具和处方药成重点,经营与规则,rule:douyin:aju6ywkdyhdc,rule,抖音电商经营/平台合规,observation_only,false,,kw:aju6ywkdyhdc:05,抖店商品展示申诉时限,申诉问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2027-02-07,hypothesis,,metric:aju6ywkdyhdc:official-release
2026-08-07,1,HT-20260807-003,公仔牌顽渍净洗衣粉连续五日保持万级平台预估销量，双榜仍第一,类目与消费,product:chanmama:oifq5-ibxnjas6ywtmxo9u2tveaeur-op,product,家居日用/衣物清洁,confirmed_breakout,false,,kw:gongzai-detergent:01,公仔牌顽渍净洗衣粉,具体商品词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2026-08-25,hypothesis,平台预估不是精确销量,metric:detergent:five-day-sales|metric:detergent:dual-rank
2026-08-07,1,HT-20260807-003,公仔牌顽渍净洗衣粉连续五日保持万级平台预估销量，双榜仍第一,类目与消费,product:chanmama:oifq5-ibxnjas6ywtmxo9u2tveaeur-op,product,家居日用/衣物清洁,confirmed_breakout,false,,kw:gongzai-detergent:02,公仔牌洗衣粉销量,销量数据词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-07,2026-08-25,hypothesis,平台预估不是精确销量,metric:detergent:five-day-sales|metric:detergent:dual-rank
