date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-06,1,HT-20260806-001,抖音电商发布商品材质成分不符细则，明确限单、冻结货款、停业与清退梯度,经营与规则,rule:douyin:material-composition-20260805,rule,抖音电商经营/商品合规,observation_only,false,,kw:material-rule:01,抖音商品材质成分不符,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2027-02-06,hypothesis,,metric:material-rule:official-release
2026-08-06,1,HT-20260806-001,抖音电商发布商品材质成分不符细则，明确限单、冻结货款、停业与清退梯度,经营与规则,rule:douyin:material-composition-20260805,rule,抖音电商经营/商品合规,observation_only,false,,kw:material-rule:02,抖音材质假冒处罚,处罚问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2027-02-06,hypothesis,,metric:material-rule:official-release
2026-08-06,1,HT-20260806-001,抖音电商发布商品材质成分不符细则，明确限单、冻结货款、停业与清退梯度,经营与规则,rule:douyin:material-composition-20260805,rule,抖音电商经营/商品合规,observation_only,false,,kw:material-rule:03,商品成分不符冻结货款,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2027-02-06,hypothesis,,metric:material-rule:official-release
2026-08-06,1,HT-20260806-001,抖音电商发布商品材质成分不符细则，明确限单、冻结货款、停业与清退梯度,经营与规则,rule:douyin:material-composition-20260805,rule,抖音电商经营/商品合规,observation_only,false,,kw:material-rule:04,抖店材质申诉怎么做,申诉问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2027-02-06,hypothesis,,metric:material-rule:official-release
2026-08-06,1,HT-20260806-001,抖音电商发布商品材质成分不符细则，明确限单、冻结货款、停业与清退梯度,经营与规则,rule:douyin:material-composition-20260805,rule,抖音电商经营/商品合规,observation_only,false,,kw:material-rule:05,羽绒羊毛珠宝材质规则,行业问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2027-02-06,hypothesis,,metric:material-rule:official-release
2026-08-06,1,HT-20260806-002,曼迪卡威爬楼机连续走强，最近30天GMV指数档位达4000万+,类目与消费,product:douyin:3809048779496227015,product,运动户外/健身器械,confirmed_breakout,false,,kw:mandikawi:01,曼迪卡威爬楼机,商品词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2026-08-25,hypothesis,,metric:mandikawi:gmv-sales-band
2026-08-06,1,HT-20260806-002,曼迪卡威爬楼机连续走强，最近30天GMV指数档位达4000万+,类目与消费,product:douyin:3809048779496227015,product,运动户外/健身器械,confirmed_breakout,false,,kw:mandikawi:02,曼迪卡威爬楼机销量,数据词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2026-08-25,hypothesis,平台仅提供指数与区间，不得写成精确销量,metric:mandikawi:growth-rate
2026-08-06,1,HT-20260806-002,曼迪卡威爬楼机连续走强，最近30天GMV指数档位达4000万+,类目与消费,product:douyin:3809048779496227015,product,运动户外/健身器械,confirmed_breakout,false,,kw:mandikawi:03,曼迪卡威爬楼机带货数据,数据词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2026-08-25,hypothesis,,metric:mandikawi:gmv-sales-band
2026-08-06,1,HT-20260806-002,曼迪卡威爬楼机连续走强，最近30天GMV指数档位达4000万+,类目与消费,product:douyin:3809048779496227015,product,运动户外/健身器械,confirmed_breakout,false,,kw:mandikawi:04,爬楼机最近为什么火,问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2026-08-25,hypothesis,只代表头部商品分化，不代表类目普涨,metric:mandikawi:growth-rate
2026-08-06,1,HT-20260806-002,曼迪卡威爬楼机连续走强，最近30天GMV指数档位达4000万+,类目与消费,product:douyin:3809048779496227015,product,运动户外/健身器械,confirmed_breakout,false,,kw:mandikawi:05,健身器械类目数据,品类数据词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-06,2026-08-25,hypothesis,,metric:mandikawi:growth-rate
