date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-13,2,HT-20260813-001,抖音电商修订商家发货超时细则，扣款与限制成交阈值进入执行窗口,经营与规则,rule:douyin:ahwh9wk4je2n,rule,抖音电商经营/平台合规,observation_only,false,,kw:ahwh9wk4je2n:01,抖音商家发货超时细则,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ahwh9wk4je2n:official-rule
2026-08-13,2,HT-20260813-001,抖音电商修订商家发货超时细则，扣款与限制成交阈值进入执行窗口,经营与规则,rule:douyin:ahwh9wk4je2n,rule,抖音电商经营/平台合规,observation_only,false,,kw:ahwh9wk4je2n:02,抖店发货超时扣款,扣款问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ahwh9wk4je2n:official-rule
2026-08-13,2,HT-20260813-001,抖音电商修订商家发货超时细则，扣款与限制成交阈值进入执行窗口,经营与规则,rule:douyin:ahwh9wk4je2n,rule,抖音电商经营/平台合规,observation_only,false,,kw:ahwh9wk4je2n:03,抖音发货超时率怎么算,计算问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ahwh9wk4je2n:official-rule
2026-08-13,2,HT-20260813-001,抖音电商修订商家发货超时细则，扣款与限制成交阈值进入执行窗口,经营与规则,rule:douyin:ahwh9wk4je2n,rule,抖音电商经营/平台合规,observation_only,false,,kw:ahwh9wk4je2n:04,抖店限制成交怎么解除,操作问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ahwh9wk4je2n:official-rule
2026-08-13,2,HT-20260813-001,抖音电商修订商家发货超时细则，扣款与限制成交阈值进入执行窗口,经营与规则,rule:douyin:ahwh9wk4je2n,rule,抖音电商经营/平台合规,observation_only,false,,kw:ahwh9wk4je2n:05,现货超时免扣款条件,权益问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ahwh9wk4je2n:official-rule
2026-08-13,2,HT-20260813-002,抖音电商修订物流服务商网点管控规则，积分制与熔断制并行,经营与规则,rule:douyin:ajnxqch2cqnm,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajnxqch2cqnm:01,物流服务商网点管控规则,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ajnxqch2cqnm:official-rule
2026-08-13,2,HT-20260813-002,抖音电商修订物流服务商网点管控规则，积分制与熔断制并行,经营与规则,rule:douyin:ajnxqch2cqnm,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajnxqch2cqnm:02,抖音物流网点熔断,处置问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ajnxqch2cqnm:official-rule
2026-08-13,2,HT-20260813-002,抖音电商修订物流服务商网点管控规则，积分制与熔断制并行,经营与规则,rule:douyin:ajnxqch2cqnm,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajnxqch2cqnm:03,抖音异常网点积分,指标问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ajnxqch2cqnm:official-rule
2026-08-13,2,HT-20260813-002,抖音电商修订物流服务商网点管控规则，积分制与熔断制并行,经营与规则,rule:douyin:ajnxqch2cqnm,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajnxqch2cqnm:04,抖音限制面单取号,操作问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ajnxqch2cqnm:official-rule
2026-08-13,2,HT-20260813-002,抖音电商修订物流服务商网点管控规则，积分制与熔断制并行,经营与规则,rule:douyin:ajnxqch2cqnm,rule,抖音电商经营/平台合规,observation_only,false,,kw:ajnxqch2cqnm:05,物流网点管控申诉,申诉问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-13,2027-02-13,hypothesis,,metric:ajnxqch2cqnm:official-rule
