date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-10,1,HT-20260810-001,精选联盟结算规则进入执行期，技术服务费按经营评级分档,经营与规则,rule:douyin:112620,rule,抖音电商经营/平台合规,observation_only,false,,kw:112620:01,精选联盟技术服务费,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:112620:official-rule
2026-08-10,1,HT-20260810-001,精选联盟结算规则进入执行期，技术服务费按经营评级分档,经营与规则,rule:douyin:112620,rule,抖音电商经营/平台合规,observation_only,false,,kw:112620:02,精选联盟经营评级费率,费率问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:112620:official-rule
2026-08-10,1,HT-20260810-001,精选联盟结算规则进入执行期，技术服务费按经营评级分档,经营与规则,rule:douyin:112620,rule,抖音电商经营/平台合规,observation_only,false,,kw:112620:03,抖音达人佣金结算周期,结算问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:112620:official-rule
2026-08-10,1,HT-20260810-001,精选联盟结算规则进入执行期，技术服务费按经营评级分档,经营与规则,rule:douyin:112620,rule,抖音电商经营/平台合规,observation_only,false,,kw:112620:04,精选联盟双佣金怎么结算,操作问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:112620:official-rule
2026-08-10,1,HT-20260810-001,精选联盟结算规则进入执行期，技术服务费按经营评级分档,经营与规则,rule:douyin:112620,rule,抖音电商经营/平台合规,observation_only,false,,kw:112620:05,抖音推广费账户预留金,风险问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:112620:official-rule
2026-08-10,1,HT-20260810-002,抖音电商明确商家货款账期，0元入驻订单确认收货21天后结算,经营与规则,rule:douyin:111412,rule,抖音电商经营/平台合规,observation_only,false,,kw:111412:01,抖店商家货款结算日期,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:111412:official-rule
2026-08-10,1,HT-20260810-002,抖音电商明确商家货款账期，0元入驻订单确认收货21天后结算,经营与规则,rule:douyin:111412,rule,抖音电商经营/平台合规,observation_only,false,,kw:111412:02,0元入驻货款21天结算,账期问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:111412:official-rule
2026-08-10,1,HT-20260810-002,抖音电商明确商家货款账期，0元入驻订单确认收货21天后结算,经营与规则,rule:douyin:111412,rule,抖音电商经营/平台合规,observation_only,false,,kw:111412:03,抖音订单确认收货几天结算,操作问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:111412:official-rule
2026-08-10,1,HT-20260810-002,抖音电商明确商家货款账期，0元入驻订单确认收货21天后结算,经营与规则,rule:douyin:111412,rule,抖音电商经营/平台合规,observation_only,false,,kw:111412:04,抖音即时零售结算账期,行业问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:111412:official-rule
2026-08-10,1,HT-20260810-002,抖音电商明确商家货款账期，0元入驻订单确认收货21天后结算,经营与规则,rule:douyin:111412,rule,抖音电商经营/平台合规,observation_only,false,,kw:111412:05,抖店待结算订单怎么看,后台操作词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:111412:official-rule
2026-08-10,1,HT-20260810-003,抖音电商发布创作者虚假宣传处置细则，覆盖基础信息、功效和履约,经营与规则,rule:douyin:102131,rule,抖音电商经营/平台合规,observation_only,false,,kw:102131:01,抖音创作者虚假宣传细则,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:102131:official-rule
2026-08-10,1,HT-20260810-003,抖音电商发布创作者虚假宣传处置细则，覆盖基础信息、功效和履约,经营与规则,rule:douyin:102131,rule,抖音电商经营/平台合规,observation_only,false,,kw:102131:02,抖音功效虚假怎么判,违规问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:102131:official-rule
2026-08-10,1,HT-20260810-003,抖音电商发布创作者虚假宣传处置细则，覆盖基础信息、功效和履约,经营与规则,rule:douyin:102131,rule,抖音电商经营/平台合规,observation_only,false,,kw:102131:03,抖音商品基础信息虚假,内容合规词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:102131:official-rule
2026-08-10,1,HT-20260810-003,抖音电商发布创作者虚假宣传处置细则，覆盖基础信息、功效和履约,经营与规则,rule:douyin:102131,rule,抖音电商经营/平台合规,observation_only,false,,kw:102131:04,抖音虚假宣传申诉14天,申诉问题词,search,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:102131:official-rule
2026-08-10,1,HT-20260810-003,抖音电商发布创作者虚假宣传处置细则，覆盖基础信息、功效和履约,经营与规则,rule:douyin:102131,rule,抖音电商经营/平台合规,observation_only,false,,kw:102131:05,直播虚假宣传自查清单,操作问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2027-02-10,hypothesis,,metric:102131:official-rule
2026-08-10,1,HT-20260810-004,尚恰有机即食板栗仁五日持续动销，最新平台预估销量明显抬升,类目与消费,product:chanmama:6_96oktn4u81gymhjlvze5hqpqvsndqt,product,食品饮料/坚果炒货,confirmed_breakout,false,,kw:shangqia-organic-chestnut-five-day-20260810:01,尚恰有机即食板栗仁,具体商品词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:shangqia-organic-chestnut-five-day-20260810:five-day-sales|metric:shangqia-organic-chestnut-five-day-20260810:distribution
2026-08-10,1,HT-20260810-004,尚恰有机即食板栗仁五日持续动销，最新平台预估销量明显抬升,类目与消费,product:chanmama:6_96oktn4u81gymhjlvze5hqpqvsndqt,product,食品饮料/坚果炒货,confirmed_breakout,false,,kw:shangqia-organic-chestnut-five-day-20260810:02,尚恰板栗仁销量,销量数据词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:shangqia-organic-chestnut-five-day-20260810:five-day-sales|metric:shangqia-organic-chestnut-five-day-20260810:distribution
2026-08-10,1,HT-20260810-004,尚恰有机即食板栗仁五日持续动销，最新平台预估销量明显抬升,类目与消费,product:chanmama:6_96oktn4u81gymhjlvze5hqpqvsndqt,product,食品饮料/坚果炒货,confirmed_breakout,false,,kw:shangqia-organic-chestnut-five-day-20260810:03,即食板栗仁带货数据,类目数据词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:shangqia-organic-chestnut-five-day-20260810:five-day-sales|metric:shangqia-organic-chestnut-five-day-20260810:distribution
2026-08-10,1,HT-20260810-004,尚恰有机即食板栗仁五日持续动销，最新平台预估销量明显抬升,类目与消费,product:chanmama:6_96oktn4u81gymhjlvze5hqpqvsndqt,product,食品饮料/坚果炒货,confirmed_breakout,false,,kw:shangqia-organic-chestnut-five-day-20260810:04,有机板栗仁为什么火,内容问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:shangqia-organic-chestnut-five-day-20260810:five-day-sales|metric:shangqia-organic-chestnut-five-day-20260810:distribution
2026-08-10,1,HT-20260810-004,尚恰有机即食板栗仁五日持续动销，最新平台预估销量明显抬升,类目与消费,product:chanmama:6_96oktn4u81gymhjlvze5hqpqvsndqt,product,食品饮料/坚果炒货,confirmed_breakout,false,,kw:shangqia-organic-chestnut-five-day-20260810:05,板栗仁达人直播结构,运营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:shangqia-organic-chestnut-five-day-20260810:five-day-sales|metric:shangqia-organic-chestnut-five-day-20260810:distribution
2026-08-10,1,HT-20260810-005,比比赞面包组合连续两日加速，浏览与平台预估销量同步抬升,类目与消费,product:chanmama:4noqmzgdveszuc9ezxzyukedr6bmpdh9,product,食品饮料/面包糕点,confirmed_breakout,false,,kw:bibizan-bread-combo-five-day-20260810:01,比比赞面包组合,具体商品词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:bibizan-bread-combo-five-day-20260810:five-day-sales|metric:bibizan-bread-combo-five-day-20260810:distribution
2026-08-10,1,HT-20260810-005,比比赞面包组合连续两日加速，浏览与平台预估销量同步抬升,类目与消费,product:chanmama:4noqmzgdveszuc9ezxzyukedr6bmpdh9,product,食品饮料/面包糕点,confirmed_breakout,false,,kw:bibizan-bread-combo-five-day-20260810:02,比比赞面包销量,销量数据词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:bibizan-bread-combo-five-day-20260810:five-day-sales|metric:bibizan-bread-combo-five-day-20260810:distribution
2026-08-10,1,HT-20260810-005,比比赞面包组合连续两日加速，浏览与平台预估销量同步抬升,类目与消费,product:chanmama:4noqmzgdveszuc9ezxzyukedr6bmpdh9,product,食品饮料/面包糕点,confirmed_breakout,false,,kw:bibizan-bread-combo-five-day-20260810:03,早餐面包组合带货,场景品类词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:bibizan-bread-combo-five-day-20260810:five-day-sales|metric:bibizan-bread-combo-five-day-20260810:distribution
2026-08-10,1,HT-20260810-005,比比赞面包组合连续两日加速，浏览与平台预估销量同步抬升,类目与消费,product:chanmama:4noqmzgdveszuc9ezxzyukedr6bmpdh9,product,食品饮料/面包糕点,confirmed_breakout,false,,kw:bibizan-bread-combo-five-day-20260810:04,比比赞任选5箱,商品规格词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:bibizan-bread-combo-five-day-20260810:five-day-sales|metric:bibizan-bread-combo-five-day-20260810:distribution
2026-08-10,1,HT-20260810-005,比比赞面包组合连续两日加速，浏览与平台预估销量同步抬升,类目与消费,product:chanmama:4noqmzgdveszuc9ezxzyukedr6bmpdh9,product,食品饮料/面包糕点,confirmed_breakout,false,,kw:bibizan-bread-combo-five-day-20260810:05,面包组合为什么火,内容问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:bibizan-bread-combo-five-day-20260810:five-day-sales|metric:bibizan-bread-combo-five-day-20260810:distribution
2026-08-10,1,HT-20260810-006,得力分段式包书皮进入开学季窗口，五日销量与浏览同步抬升,类目与消费,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover-back-to-school-20260810:01,得力分段式包书皮,具体商品词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:deli-segmented-book-cover-back-to-school-20260810:five-day-sales|metric:deli-segmented-book-cover-back-to-school-20260810:distribution
2026-08-10,1,HT-20260810-006,得力分段式包书皮进入开学季窗口，五日销量与浏览同步抬升,类目与消费,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover-back-to-school-20260810:02,得力包书皮销量,销量数据词,search|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:deli-segmented-book-cover-back-to-school-20260810:five-day-sales|metric:deli-segmented-book-cover-back-to-school-20260810:distribution
2026-08-10,1,HT-20260810-006,得力分段式包书皮进入开学季窗口，五日销量与浏览同步抬升,类目与消费,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover-back-to-school-20260810:03,开学包书皮怎么选,场景问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:deli-segmented-book-cover-back-to-school-20260810:five-day-sales|metric:deli-segmented-book-cover-back-to-school-20260810:distribution
2026-08-10,1,HT-20260810-006,得力分段式包书皮进入开学季窗口，五日销量与浏览同步抬升,类目与消费,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover-back-to-school-20260810:04,分段式书套怎么用,使用问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:deli-segmented-book-cover-back-to-school-20260810:five-day-sales|metric:deli-segmented-book-cover-back-to-school-20260810:distribution
2026-08-10,1,HT-20260810-006,得力分段式包书皮进入开学季窗口，五日销量与浏览同步抬升,类目与消费,product:chanmama:eltqmly2akl7u7dpadbfi5u-sfc3xlwp,product,文具教育/开学用品,confirmed_breakout,false,,kw:deli-segmented-book-cover-back-to-school-20260810:05,小学生防水包书膜,品类需求词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-31,hypothesis,平台预估不是精确销量,metric:deli-segmented-book-cover-back-to-school-20260810:five-day-sales|metric:deli-segmented-book-cover-back-to-school-20260810:distribution
2026-08-10,1,HT-20260810-007,周生生超级品牌日连续直播，七夕礼赠与多素材投放同步承接,季节与营销节点,campaign:chanmama:chow-sang-sang-super-brand-live-20260808,brand,珠宝饰品/节日礼赠,confirmed_breakout,false,,kw:chow-sang-sang-super-brand-live-20260808:01,周生生超级品牌日,品牌活动词,search|interest|commerce,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应对象专题页（尚未达到广告承接就绪）,2026-08-10,2026-08-22,hypothesis,平台观看与交易为估算/展示口径,metric:chowsangsang:live-duration-0810|metric:chowsangsang:engagement-0810
