date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-15,1,HT-20260915-001,【母婴图书玩具】行业管理规范,类目与消费,rule:douyin:doudian-learning-center-104286,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-104286:01,【母婴图书玩具】行业管理规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-104286
2026-09-15,1,HT-20260915-001,【母婴图书玩具】行业管理规范,类目与消费,rule:douyin:doudian-learning-center-104286,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-104286:02,【母婴图书玩具】行业管理规范 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-104286
2026-09-15,1,HT-20260915-001,【母婴图书玩具】行业管理规范,类目与消费,rule:douyin:doudian-learning-center-104286,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-104286:03,【母婴图书玩具】行业管理规范 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-104286
2026-09-15,1,HT-20260915-001,【母婴图书玩具】行业管理规范,类目与消费,rule:douyin:doudian-learning-center-104286,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-104286:04,【母婴图书玩具】行业管理规范 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-104286
2026-09-15,1,HT-20260915-001,【母婴图书玩具】行业管理规范,类目与消费,rule:douyin:doudian-learning-center-104286,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-104286:05,【母婴图书玩具】行业管理规范 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-104286
2026-09-15,1,HT-20260915-002,【家居家电】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-110207,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-110207:01,【家居家电】行业管理规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-110207
2026-09-15,1,HT-20260915-002,【家居家电】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-110207,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-110207:02,【家居家电】行业管理规范 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-110207
2026-09-15,1,HT-20260915-002,【家居家电】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-110207,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-110207:03,【家居家电】行业管理规范 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-110207
2026-09-15,1,HT-20260915-002,【家居家电】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-110207,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-110207:04,【家居家电】行业管理规范 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-110207
2026-09-15,1,HT-20260915-002,【家居家电】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-110207,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-110207:05,【家居家电】行业管理规范 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-110207
2026-09-15,1,HT-20260915-003,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:01,关于禁止销售高风险分装/重组食品的公告,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
2026-09-15,1,HT-20260915-003,关于禁止销售高风险分装/重组食品的公告,类目与消费,rule:douyin:doudian-learning-center-ajpc3zg3wxqk,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpc3zg3wxqk:02,关于禁止销售高风险分装/重组食品的公告 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-15,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpc3zg3wxqk
