date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-23,1,HT-20260923-001,【宠物生活】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ajpo4gteqdow,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpo4gteqdow:01,【宠物生活】行业管理规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpo4gteqdow
2026-09-23,1,HT-20260923-001,【宠物生活】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ajpo4gteqdow,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpo4gteqdow:02,【宠物生活】行业管理规范 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpo4gteqdow
2026-09-23,1,HT-20260923-001,【宠物生活】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ajpo4gteqdow,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpo4gteqdow:03,【宠物生活】行业管理规范 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpo4gteqdow
2026-09-23,1,HT-20260923-001,【宠物生活】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ajpo4gteqdow,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpo4gteqdow:04,【宠物生活】行业管理规范 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpo4gteqdow
2026-09-23,1,HT-20260923-001,【宠物生活】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ajpo4gteqdow,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ajpo4gteqdow:05,【宠物生活】行业管理规范 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ajpo4gteqdow
2026-09-23,1,HT-20260923-002,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装200g*2+旅行装80g*3,类目与消费,product:chanmama:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html,product,抖音电商商品,observation_only,false,,kw:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html:01,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html
2026-09-23,1,HT-20260923-002,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装200g*2+旅行装80g*3,类目与消费,product:chanmama:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html,product,抖音电商商品,observation_only,false,,kw:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html:02,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html
2026-09-23,1,HT-20260923-002,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装200g*2+旅行装80g*3,类目与消费,product:chanmama:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html,product,抖音电商商品,observation_only,false,,kw:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html:03,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html
2026-09-23,1,HT-20260923-002,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装200g*2+旅行装80g*3,类目与消费,product:chanmama:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html,product,抖音电商商品,observation_only,false,,kw:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html:04,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html
2026-09-23,1,HT-20260923-002,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装200g*2+旅行装80g*3,类目与消费,product:chanmama:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html,product,抖音电商商品,observation_only,false,,kw:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html:05,【爆款推荐】舒肤佳经典沐浴露550g*5+补充装 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-23,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-bqsiy5icwdrzze-pjgypm83essnzbemy-html
