date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-17,1,HT-20260817-001,抖音电商发布平台补贴禁用范围，自提、特定店型与类目进入明确排除清单,经营与规则,rule:douyin:ajoptsto7zpq,rule,抖音电商经营/营销补贴,observation_only,false,,kw:douyin-platform-subsidy-exclusions:01,抖音平台补贴禁用范围,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2027-02-17,hypothesis,,metric:douyin-platform-subsidy-exclusions:official-rule
2026-08-17,1,HT-20260817-001,抖音电商发布平台补贴禁用范围，自提、特定店型与类目进入明确排除清单,经营与规则,rule:douyin:ajoptsto7zpq,rule,抖音电商经营/营销补贴,observation_only,false,,kw:douyin-platform-subsidy-exclusions:02,抖音优惠券哪些商品不能用,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2027-02-17,hypothesis,,metric:douyin-platform-subsidy-exclusions:official-rule
2026-08-17,1,HT-20260817-001,抖音电商发布平台补贴禁用范围，自提、特定店型与类目进入明确排除清单,经营与规则,rule:douyin:ajoptsto7zpq,rule,抖音电商经营/营销补贴,observation_only,false,,kw:douyin-platform-subsidy-exclusions:03,抖音红包禁用类目,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2027-02-17,hypothesis,,metric:douyin-platform-subsidy-exclusions:official-rule
2026-08-17,1,HT-20260817-001,抖音电商发布平台补贴禁用范围，自提、特定店型与类目进入明确排除清单,经营与规则,rule:douyin:ajoptsto7zpq,rule,抖音电商经营/营销补贴,observation_only,false,,kw:douyin-platform-subsidy-exclusions:04,抖店补贴资格,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2027-02-17,hypothesis,,metric:douyin-platform-subsidy-exclusions:official-rule
2026-08-17,1,HT-20260817-001,抖音电商发布平台补贴禁用范围，自提、特定店型与类目进入明确排除清单,经营与规则,rule:douyin:ajoptsto7zpq,rule,抖音电商经营/营销补贴,observation_only,false,,kw:douyin-platform-subsidy-exclusions:05,平台直降禁用范围,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2027-02-17,hypothesis,,metric:douyin-platform-subsidy-exclusions:official-rule
2026-08-17,1,HT-20260817-002,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:01,抖音七夕好礼季,规则对象词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-08-20,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-17,1,HT-20260817-002,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:02,七夕消费券达人FAQ,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-08-20,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-17,1,HT-20260817-002,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:03,抖音直播间消费券挂载,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-08-20,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-17,1,HT-20260817-002,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:04,红果七夕消费券,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-08-20,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
2026-08-17,1,HT-20260817-002,抖音商城七夕好礼季进入8月15至19日执行期，多端消费券与直播玩法边界明确,季节与营销节点,rule:douyin:ajp39wx6y89s,rule,抖音电商经营/七夕营销,observation_only,false,,kw:douyin-qixi-creator-faq:05,七夕大促商品条件,经营问题词,search|interest,短语匹配；第二阶段根据真实搜索词报告补充精确匹配和否定词,planned,,每日热点对应规则专题页（尚未达到广告承接就绪）,2026-08-17,2026-08-20,hypothesis,,metric:douyin-qixi-creator-faq:official-rule
