date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-09-16,2,HT-20260916-001,【潮奢】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ahrzupivaug5,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ahrzupivaug5:01,【潮奢】行业管理规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ahrzupivaug5
2026-09-16,2,HT-20260916-001,【潮奢】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ahrzupivaug5,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ahrzupivaug5:02,【潮奢】行业管理规范 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ahrzupivaug5
2026-09-16,2,HT-20260916-001,【潮奢】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ahrzupivaug5,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ahrzupivaug5:03,【潮奢】行业管理规范 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ahrzupivaug5
2026-09-16,2,HT-20260916-001,【潮奢】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ahrzupivaug5,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ahrzupivaug5:04,【潮奢】行业管理规范 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ahrzupivaug5
2026-09-16,2,HT-20260916-001,【潮奢】行业管理规范,经营与规则,rule:douyin:doudian-learning-center-ahrzupivaug5,rule,抖音电商经营,observation_only,false,,kw:doudian-learning-center-ahrzupivaug5:05,【潮奢】行业管理规范 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:doudian-learning-center-ahrzupivaug5
2026-09-16,2,HT-20260916-002,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔-syx,类目与消费,product:chanmama:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html,product,抖音电商商品,observation_only,false,,kw:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html:01,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html
2026-09-16,2,HT-20260916-002,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔-syx,类目与消费,product:chanmama:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html,product,抖音电商商品,observation_only,false,,kw:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html:02,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔 规则,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html
2026-09-16,2,HT-20260916-002,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔-syx,类目与消费,product:chanmama:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html,product,抖音电商商品,observation_only,false,,kw:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html:03,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔 影响,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html
2026-09-16,2,HT-20260916-002,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔-syx,类目与消费,product:chanmama:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html,product,抖音电商商品,observation_only,false,,kw:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html:04,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔 商家,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html
2026-09-16,2,HT-20260916-002,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔-syx,类目与消费,product:chanmama:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html,product,抖音电商商品,observation_only,false,,kw:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html:05,参半美白净齿牙膏4核精油爆珠牙膏以油净齿呵护口腔 操作清单,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-09-16,2026-09-25,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:chanmama-c98b7zm-cx8du1bc14gptlmefvdps1g-html
