date,revision,hotspot_id,hotspot_name,hotspot_category,subject_id,subject_kind,industry,breakout_status,ad_eligible,eligible_modes,keyword_id,keyword,intent,applicable_modes,match_suggestion,landing_page_status,landing_page_url,landing_page_route,valid_from,valid_until,validation_status,risk_flags,evidence_refs
2026-08-21,2,HT-20260821-001,抖音电商发布即时零售发货管理规范，配送超时、缺货、虚假送达与赔付进入统一约束,经营与规则,rule:douyin:instant-retail-shipping-ahuv4anyaewd,rule,抖音电商经营,observation_only,false,,kw:instant-retail-shipping-ahuv4anyaewd:01,即时零售发货规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:instant-retail-shipping-ahuv4anyaewd
2026-08-21,2,HT-20260821-001,抖音电商发布即时零售发货管理规范，配送超时、缺货、虚假送达与赔付进入统一约束,经营与规则,rule:douyin:instant-retail-shipping-ahuv4anyaewd,rule,抖音电商经营,observation_only,false,,kw:instant-retail-shipping-ahuv4anyaewd:02,抖音即时零售配送超时,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:instant-retail-shipping-ahuv4anyaewd
2026-08-21,2,HT-20260821-001,抖音电商发布即时零售发货管理规范，配送超时、缺货、虚假送达与赔付进入统一约束,经营与规则,rule:douyin:instant-retail-shipping-ahuv4anyaewd,rule,抖音电商经营,observation_only,false,,kw:instant-retail-shipping-ahuv4anyaewd:03,即时零售缺货处理,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:instant-retail-shipping-ahuv4anyaewd
2026-08-21,2,HT-20260821-001,抖音电商发布即时零售发货管理规范，配送超时、缺货、虚假送达与赔付进入统一约束,经营与规则,rule:douyin:instant-retail-shipping-ahuv4anyaewd,rule,抖音电商经营,observation_only,false,,kw:instant-retail-shipping-ahuv4anyaewd:04,虚假点送达规则,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:instant-retail-shipping-ahuv4anyaewd
2026-08-21,2,HT-20260821-001,抖音电商发布即时零售发货管理规范，配送超时、缺货、虚假送达与赔付进入统一约束,经营与规则,rule:douyin:instant-retail-shipping-ahuv4anyaewd,rule,抖音电商经营,observation_only,false,,kw:instant-retail-shipping-ahuv4anyaewd:05,即时零售消费者赔付,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:instant-retail-shipping-ahuv4anyaewd
2026-08-21,2,HT-20260821-002,抖音电商更新酒类行业管理规范，准入、资质、保证金、宣传与售后要求集中明确,经营与规则,rule:douyin:alcohol-industry-ahu995wsaqxh,rule,抖音电商经营,observation_only,false,,kw:alcohol-industry-ahu995wsaqxh:01,抖音酒类行业规范,对象词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:alcohol-industry-ahu995wsaqxh
2026-08-21,2,HT-20260821-002,抖音电商更新酒类行业管理规范，准入、资质、保证金、宣传与售后要求集中明确,经营与规则,rule:douyin:alcohol-industry-ahu995wsaqxh,rule,抖音电商经营,observation_only,false,,kw:alcohol-industry-ahu995wsaqxh:02,抖音酒类定向准入,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:alcohol-industry-ahu995wsaqxh
2026-08-21,2,HT-20260821-002,抖音电商更新酒类行业管理规范，准入、资质、保证金、宣传与售后要求集中明确,经营与规则,rule:douyin:alcohol-industry-ahu995wsaqxh,rule,抖音电商经营,observation_only,false,,kw:alcohol-industry-ahu995wsaqxh:03,酒类商品资质要求,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:alcohol-industry-ahu995wsaqxh
2026-08-21,2,HT-20260821-002,抖音电商更新酒类行业管理规范，准入、资质、保证金、宣传与售后要求集中明确,经营与规则,rule:douyin:alcohol-industry-ahu995wsaqxh,rule,抖音电商经营,observation_only,false,,kw:alcohol-industry-ahu995wsaqxh:04,酒类直播宣传规则,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:alcohol-industry-ahu995wsaqxh
2026-08-21,2,HT-20260821-002,抖音电商更新酒类行业管理规范，准入、资质、保证金、宣传与售后要求集中明确,经营与规则,rule:douyin:alcohol-industry-ahu995wsaqxh,rule,抖音电商经营,observation_only,false,,kw:alcohol-industry-ahu995wsaqxh:05,抖音酒类售后要求,业务问题词,search|interest,短语匹配；仅在取得真实搜索词报告后再调整。,planned,,每日热点对象专题页（尚未达到广告承接就绪）,2026-08-20,2026-09-20,hypothesis,主动搜索未验证|落地页与监测未就绪,metric:douyin:alcohol-industry-ahu995wsaqxh
